Front	Back	Tags
"Q24: The Triffid Corporation publishes a strategic overview of the company's intent to secure all the data the company possesses. This document is signed by Triffid's senior management.

What kind of document is this?

A. Law
B. Policy
C. Procedure
D. Standard

正解: {c1::Policy}

解説: This is an internal, strategic document, and is therefore a policy."		cc-practice security-plus choices-included
"Q25: San Jose municipal code requires that all companies operating within city limits have a set of processes to ensure that employees are safe while working with hazardous materials. Triffid Corporation creates a checklist of activities that employees must follow while working with hazardous materials inside San Jose city limits.

Fill in the missing words: The municipal code is a ______, and the Triffid checklist is a ______.

A. Law, procedure
B. Law, standard
C. Policy, law
D. Standard, law

正解: {c1::Law, procedure}

解説: The municipal code was created by a governmental body and is a legal mandate; this is a law. The Triffid checklist is a detailed set of actions which must be used by Triffid employees in specific circumstances; this is a procedure."		cc-practice security-plus choices-included
"Q26: The Payment Card Industry (PCI) Council is a committee made up of representatives from major credit card providers (Visa, Mastercard, American Express) in the United States. The PCI Council issues rules that merchants must follow if the merchants choose to accept payment via credit card. These rules describe best practices for securing credit card processing technology, activities for securing credit card information, and how to protect personal data of customers.

Which of the following describes this set of rules?

A. Law
B. Policy
C. Procedure
D. Standard

正解: {c1::Standard}

解説: This set of rules is known as the Data Security Standard, and it is accepted throughout the industry."		cc-practice security-plus choices-included
"Q27: Hoshi is an ISC2 member who works for the Triffid Corporation as a data manager. Triffid needs a new firewall solution, and Hoshi is asked to recommend a product for Triffid to acquire and implement. Hoshi's cousin works for a firewall vendor; that vendor happens to make the best firewall available.

What should Hoshi do?

A. Disclose the relationship, but recommend the vendor/product
B. Hoshi should ask to be recused from the task
C. Recommend a different vendor/product
D. Recommend the cousin's product

正解: {c1::Disclose the relationship, but recommend the vendor/product}

解説: According to the third Canon of the ISC2 Code of Ethics, members are required to provide diligent and competent service to principals. Hoshi's principal here is Triffid, Hoshi's employer. It would be inappropriate for Hoshi to select the cousin's product solely based upon the family relationship; however, if the cousin's product is, in fact, the best choice for Triffid, then Hoshi should recommend that product. In order to avoid any appearance of impropriety or favoritism, Hoshi needs to declare the relationship when making the recommendation."		cc-practice security-plus choices-included
"Q28: Olaf is a member of ISC2 and a security analyst for Triffid Corporation. During an audit, Olaf is asked whether Triffid is currently following a particular security practice. Olaf knows that Triffid is not adhering to that standard in that particular situation, but that saying this to the auditors will reflect poorly on Triffid.

What should Olaf do?

A. Ask ISC2 for guidance
B. Ask supervisors for guidance
C. Lie to the auditors
D. Tell the auditors the truth

正解: {c1::Tell the auditors the truth}

解説: The ISC2 Code of Ethics requires that members act honorably, honestly, justly, responsibly, and also advance and protect the profession. Both requirements dictate that Olaf should tell the truth to the auditors. While the Code also says that Olaf should provide diligent and competent service to principals, and Olaf's principal is Triffid in this case, lying does not serve Triffid's best long-term interests, even if the truth has some negative impact in the short term."		cc-practice security-plus choices-included
"Q29: Aphrodite is a member of ISC2 and a data analyst for Triffid Corporation. While Aphrodite is reviewing user log data, Aphrodite discovers that another Triffid employee is violating the acceptable use policy and watching streaming videos during work hours.

What should Aphrodite do?

A. Inform ISC2
B. Inform law enforcement
C. Inform Triffid management
D. Nothing

正解: {c1::Inform Triffid management}

解説: Aphrodite is required by the ISC2 Code of Ethics to provide diligent and competent service to principals. This includes reporting policy violations to Triffid management (Triffid is the principal, in this case). A policy violation of this type is not a crime, so law enforcement does not need to be involved, and ISC2 has no authority over Triffid policy enforcement or employees."		cc-practice security-plus choices-included
"Q30: Glena is an ISC2 member. Glena receives an email from a company offering a set of answers for an ISC2 certification exam.

What should Glena do?

A. Inform Glena's employer
B. Inform ISC2
C. Inform law enforcement
D. Nothing

正解: {c1::Inform ISC2}

解説: The ISC2 Code of Ethics requires that members advance and protect the profession; this includes protecting test security for ISC2 certification material. ISC2 (and every ISC2 member) has a vested interest in protecting test material, and countering any entity that is trying to undermine the validity of the certifications. This is, however, not a matter for law enforcement; if it turns out that law enforcement must be involved, ISC2 will initiate that activity. Glena's employer has no bearing on this matter."		cc-practice security-plus choices-included
"Q31: You are reviewing log data from a router; there is an entry showing that a user sent traffic through the router at 11:45 a.m., local time, yesterday.

Which of the following does this exemplify?

A. Attack
B. Event
C. Incident
D. Threat

正解: {c1::Event}

解説: The example describes an event, which is any observable occurrence within the IT environment. (Any observable occurrence in a network or system. (Source: NIST SP 800-61 Rev 2)"		cc-practice security-plus choices-included
"Q32: An attacker outside the organization attempts to gain access to the organization's internal files.

Which of the following does this scenario exemplify?

A. Disclosure
B. Exploit
C. Intrusion
D. Publication

正解: {c1::Intrusion}

解説: An intrusion is an attempt (successful or otherwise) to gain unauthorized access."		cc-practice security-plus choices-included
"Q33: Who approves the incident response policy?

A. ISC2
B. senior management
C. The investors
D. The security manager

正解: {c1::senior management}

解説: The organization's senior management are the only entities authorized to accept risk on behalf of the organization, and therefore all organizational policies must be approved by senior management."		cc-practice security-plus choices-included
"Q34: Which of the following are NOT typically involved in incident detection?

A. Automated Tools
B. Regulators
C. Security Analysis
D. Users

正解: {c1::Regulators}

解説: Typically, regulators do not detect incidents nor alert organizations to the existence of incidents."		cc-practice security-plus choices-included
"Q35: What is the goal of Business Continuity efforts?

A. Ensure all IT systems continue to operate
B. Impress customers
C. Keep critical business functions operational
D. Save money

正解: {c1::Keep critical business functions operational}

解説: Business Continuity efforts are about sustaining critical business functions during periods of potential interruption, such as emergencies, incidents, and disasters."		cc-practice security-plus choices-included
"Q36: Which of the following is likely to be included in the business continuity plan?

A. Alternate work areas for personnel affected by a natural disaster
B. Last year's budget information
C. Log data from all systems
D. The organization's strategic security approach

正解: {c1::Alternate work areas for personnel affected by a natural disaster}

解説: The business continuity plan should include provisions for alternate work sites, if the primary site is affected by an interruption, such as a natural disaster."		cc-practice security-plus choices-included
"Q37: What is the MOST important goal of a business continuity effort?

A. Ensure all business activities are preserved during a potential disaster
B. Ensure all IT systems function during a potential interruption
C. Ensure the organization survives a disaster
D. Preserve health and human safety

正解: {c1::Preserve health and human safety}

解説: In all security efforts, preserving health and human safety is paramount and takes precedence over anything else."		cc-practice security-plus choices-included
"Q38: What is the overall objective of a disaster recovery (DR) effort?

A. Enhance public perception of the organization
B. Preserve critical business functions during a disaster
C. Return to normal, full operations
D. Save money

正解: {c1::Return to normal, full operations}

解説: DR efforts are intended to return the organization to normal, full operations."		cc-practice security-plus choices-included
"Q39: What is the risk associated with resuming full normal operations too soon after a DR effort?

A. Investors might be upset
B. Regulators might disapprove
C. The danger posed by the disaster might still be present
D. The organization could save money

正解: {c1::The danger posed by the disaster might still be present}

解説: Resuming full normal operations too soon after a disaster might mean personnel are put in danger by whatever affects the disaster caused."		cc-practice security-plus choices-included
"Q40: What is the risk associated with delaying resumption of full normal operations after a disaster?

A. A new disaster might emerge
B. Competition
C. People might be put in danger
D. The impact of running alternate operations for extended periods

正解: {c1::The impact of running alternate operations for extended periods}

解説: Alternate operations are typically more costly than normal operations, in terms of impact to the organization; extended alternate operations could harm the organization as much as a disaster."		cc-practice security-plus choices-included
"Q41: Gelbi is a Technical Support analyst for Triffid, Inc. Gelbi sometimes is required to install or remove software.

Which of the following could be used to describe Gelbi's account?

A. External
B. Internal
C. Privileged
D. User

正解: {c1::Privileged}

解説: A privileged account is an account that typically needs greater permissions than a basic user."		cc-practice security-plus choices-included
"Q42: Guillermo logs on to a system and opens a document file.

Guillermo is an example of what?

A. The object
B. The process
C. The software
D. The subject

正解: {c1::The subject}

解説: Guillermo is the subject when he logs on to the system and opens a file."		cc-practice security-plus choices-included
"Q43: Which of the following is NOT an appropriate control to add to privileged accounts?

A. Increased auditing
B. Increased logging
C. Multi-factor authentication
D. Security deposit

正解: {c1::Security deposit}

解説: Privileged account holders usually are not asked for security deposits."		cc-practice security-plus choices-included
"Q44: Prachi works as a database administrator for Triffid, Inc. Prachi is allowed to add or delete users, but is not allowed to read or modify the data in the database itself. When Prachi logs on to the system, an access control list (ACL) checks to determine which permissions he has.

In this situation, what is the ACL?

A. The firmware
B. The object
C. The rule
D. The subject

正解: {c1::The rule}

解説: The ACL, in this case, acts as the rule in the subject-object-rule relationship. It determines what Prachi is allowed to do, and what Prachi is not permitted to do."		cc-practice security-plus choices-included
"Q45: Prachi works as a database administrator for Triffid, Inc. Prachi is allowed to add or delete users, but is not allowed to read or modify the data in the database itself. When Prachi logs on to the system, an access control list (ACL) checks to determine which permissions he has.

In this situation, Prachi represents what?

A. The file
B. The object
C. The rule
D. The subject

正解: {c1::The subject}

解説: Prachi is the subject in the subject-object-rule relationship. Prachi manipulates the database; this makes Prachi the subject."		cc-practice security-plus choices-included
"Q46: Larry and Fern both work in the data center. In order to enter the data center to begin their workday, they must both present their own keys (which are different) to the key reader, before the door to the data center opens.

Which security concept is being applied in this situation?

A. Defense in depth
B. Dual control
C. Least privilege
D. Segregation of duties

正解: {c1::Dual control}

解説: This is an example of dual control, where two people, each with distinct authentication factors, must be present to perform a function."		cc-practice security-plus choices-included
"Q47: Which of the following is a biometric access control mechanism?

A. A badge reader
B. A copper key
C. A door locked by a voiceprint identifier
D. A fence with razor tape on it

正解: {c1::A door locked by a voiceprint identifier}

解説: A lock that opens according to a person's voice is a type of biometric access control."		cc-practice security-plus choices-included
"Q48: Which of the following is the BEST recommendation for all individuals visiting a secure facility?

A. Escort visitors
B. Fingerprint visitors
C. Photograph visitors
D. Require visitors to wear protective gear

正解: {c1::Escort visitors}

解説: In a secure facility, visitors should be escorted by an authorized person."		cc-practice security-plus choices-included
"Q49: All of the following are typically perceived as drawbacks to biometric systems, except:

A. Lack of accuracy
B. Legality
C. Potential privacy concerns
D. Retention of physiological data past the point of employment

正解: {c1::Lack of accuracy}

解説: Biometric systems can be extremely accurate, especially when compared with other types of access controls."		cc-practice security-plus choices-included
"Q50: A human guard monitoring a hidden camera could be considered which type of control?

A. Detective
B. Deterrent
C. Logical
D. Preventive

正解: {c1::Detective}

解説: The guard monitoring the camera can identify anomalous or dangerous activity; this is a detective control."		cc-practice security-plus choices-included
"Q51: Which of the following is a record of something that has occurred?

A. Biometric
B. Firewall
C. Law
D. Log

正解: {c1::Log}

解説: The description of a log is a record of something that has occurred."		cc-practice security-plus choices-included
"Q52: Mila works for a government agency. All data in the agency is assigned a particular sensitivity level, called a classification. Every person in the agency is assigned a clearance level, which determines the classification of data each person can access and is controlled at the system level.

What is the access control model being implemented in Mila's agency?

A. DAC (discretionary access control)
B. FAC (formal access control)
C. MAC (mandatory access control)
D. RBAC (role-based access control)

正解: {c1::MAC (mandatory access control)}

解説: Mandatory Access Control is implemented at a system administrator level and cannot be adjusted for discretionary reasons."		cc-practice security-plus choices-included
"Q53: Which of the following would be considered a logical access control?

A. A chain attached to a laptop computer that connects it to furniture so it cannot be taken
B. A fingerprint reader that allows an employee to access a laptop computer
C. A fingerprint reader that allows an employee to enter a controlled area
D. An iris reader that allows an employee to enter a controlled area

正解: {c1::A fingerprint reader that allows an employee to access a laptop computer}

解説: Logical access controls limit who can gain user access to a device/system."		cc-practice security-plus choices-included
"Q54: Trina and Doug both work at Triffid, Inc. Doug is having trouble logging in to the network. Trina offers to log in for Doug, using her credentials, so that Doug can get some work done.

What is the problem with this?

A. Anything either of them do will be attributed to Trina
B. Doug is a bad person
C. If Trina logs in for Doug, then Doug will never be encouraged to remember credentials without assistance
D. It is against the law

正解: {c1::Anything either of them do will be attributed to Trina}

解説: If two users are sharing one set of credentials, then the actions of both users will be attributed to that single account; the organization will be unable to discern exactly who performed which action, which can be troublesome if either user does something negligent or wrong."		cc-practice security-plus choices-included
"Q55: Gary is unable to log in to the production environment. Gary tries three times and is then locked out of trying again for one hour.

Why could this be?

A. Gary is being punished
B. Gary's actions look like an attack
C. The network is tired
D. Users remember their credentials if they are given time to think about it

正解: {c1::Gary's actions look like an attack}

解説: Repeated login attempts can resemble an attack on the network; attackers might try to log in to a user's account multiple times, using different credentials, in a short time period, in an attempt to determine the proper credentials."		cc-practice security-plus choices-included
"Q56: Suvid works at Triffid, Inc. When Suvid attempts to log in to the production environment, a message appears stating that he has to reset his password.

What may have occurred to cause this?

A. Someone hacked Suvid's machine
B. Suvid broke the law
C. Suvid made the manager angry
D. Suvid's password has expired

正解: {c1::Suvid's password has expired}

解説: Typically, users are required to reset passwords when the password has reached a certain age. Permanent passwords are more likely to be compromised or revealed."		cc-practice security-plus choices-included
"Q57: Prina is a database manager. Prina is allowed to add new users to the database, remove current users, and create new usage functions for the users. Prina is not allowed to read the data in the fields of the database itself.

This is an example of what?

A. Alleviating threat access controls (ATAC)
B. Discretionary access controls (DAC)
C. Mandatory access controls (MAC)
D. Role-based access controls (RBAC)

正解: {c1::Role-based access controls (RBAC)}

解説: Role-based access controls often function in this manner, where the employee's job responsibilities dictate exactly which kinds of access the employee has. This also enforces the concept of least privilege."		cc-practice security-plus choices-included
"Q58: Handel is a senior manager at Triffid, Inc., and is in charge of implementing a new access control scheme for the company. Handel wants to ensure that operational managers have the utmost personal choice in determining which employees get access to which systems/data.

Which method should Handel select?

A. Discretionary access controls (DAC)
B. Mandatory access controls (MAC)
C. Role-based access controls (RBAC)
D. Security policy

正解: {c1::Discretionary access controls (DAC)}

解説: DAC gives managers the most choice in determining which employees get access to which assets."		cc-practice security-plus choices-included
"Q59: Handel is a senior manager at Triffid, Inc., and is in charge of implementing a new access control scheme for the company. Handel wants to ensure that employees transferring from one department to another, getting promoted, or cross-training to new positions can get access to the different assets they'll need for their new positions, in the most efficient manner.

Which method should Handel select?

A. Barbed wire
B. Discretionary access controls (DAC)
C. Mandatory access controls (MAC)
D. Role-based access controls (RBAC)

正解: {c1::Role-based access controls (RBAC)}

解説: RBAC is the most efficient way to assign permissions to users based on their job duties."		cc-practice security-plus choices-included
"Q60: Handel is a senior manager at Triffid, Inc., and is in charge of implementing a new access control scheme for the company. Handel wants to ensure that employees who are assigned to new positions in the company do not retain whatever access they had in their old positions.

Which method should Handel select?

A. Discretionary access controls (DAC)
B. Logging
C. Mandatory access controls (MAC)
D. Role-based access controls (RBAC)

正解: {c1::Role-based access controls (RBAC)}

解説: RBAC can aid in reducing privilege creep, where employees who stay with the company for a long period of time might get excess permissions within the environment."		cc-practice security-plus choices-included
"Q61: Which term refers to the logical address of a device connected to the network or internet?

A. Geophysical address
B. Internet Protocol (IP) address
C. Media access control (MAC) address
D. Terminal address

正解: {c1::Internet Protocol (IP) address}

解説: The IP address is the logical address assigned to a device connected to a network or the Internet."		cc-practice security-plus choices-included
"Q62: What type of device filters network traffic in order to enhance overall security/performance?

A. Endpoint
B. Firewall
C. Laptop
D. MAC (Media Access Control)

正解: {c1::Firewall}

解説: Firewalls filter traffic in order to enhance the overall security or performance of the network, or both."		cc-practice security-plus choices-included
"Q63: What protocol should Barry use when he wants to upload a series of files to a web-based storage service?

A. FTP (File Transfer Protocol)
B. SFTP (Secure File Transfer Protocol)
C. SMTP (Simple Mail Transfer Protocol)
D. SNMP (Simple Network Management Protocol)

正解: {c1::SFTP (Secure File Transfer Protocol)}

解説: SFTP is designed specifically for this purpose."		cc-practice security-plus choices-included
"Q64: A type of device typically accessed by multiple users and often intended for a single purpose, such as managing email or web pages, is referred to as what?

A. Laptop
B. Router
C. Server
D. Switch

正解: {c1::Server}

解説: A server typically offers a specific service, such as hosting web pages or managing email, and is often accessed by multiple users."		cc-practice security-plus choices-included
"Q65: Prina is a database manager. Prina is allowed to add new users to the database, remove current users, and create new usage functions for the users. Prina is not allowed to read the data in the fields of the database itself.

This is an example of what?

A. Alleviating threat access controls (ATAC)
B. Discretionary access controls (DAC)
C. Mandatory access controls (MAC)
D. Role-based access controls (RBAC)

正解: {c1::Role-based access controls (RBAC)}

解説: Role-based access controls often function in this manner, where the employee's job responsibilities dictate exactly which kinds of access the employee has. This also enforces the concept of least privilege."		cc-practice security-plus choices-included
"Q66: Carol is browsing the Web. Which of the following ports is she probably using?

A. 12
B. 247
C. 80
D. 999

正解: {c1::80}

解説: Port 80 is used for HTTP traffic, and HTTP is a Web-browsing protocol."		cc-practice security-plus choices-included
"Q67: Cyril wants to ensure all the devices on his company's internal IT environment are properly synchronized.

Which of the following protocols would aid in this effort?

A. FTP
B. HTTP (Hypertext Transfer Protocol)
C. NTP (Network Time Protocol)
D. SMTP (Simple Mail Transfer Protocol)

正解: {c1::NTP (Network Time Protocol)}

解説: This is the purpose of NTP. FTP, SMTP and HTTP are incorrect; these do not serve the purpose of synchronization."		cc-practice security-plus choices-included
"Q68: Ludwig is a security analyst at Triffid, Inc. Ludwig notices network traffic that might indicate an attack designed to affect the availability of the environment.

Which of the following might be the attack Ludwig sees?

A. An insider sabotaging the power supply
B. DDOS (distributed denial of service)
C. Exfiltrating stolen data
D. Spoofing

正解: {c1::DDOS (distributed denial of service)}

解説: DDOS is an availability attack, often typified by recognizable network traffic; either too much traffic to be processed normally, or malformed traffic."		cc-practice security-plus choices-included
"Q69: Gary is an attacker. Gary is able to get access to the communication wire between Dauphine's machine and Linda's machine and can then surveil the traffic between the two when they're communicating.

What kind of attack is this?

A. DDOS
B. On-path
C. Physical
D. Side channel

正解: {c1::On-path}

解説: This is a textbook example of an on-path attack, where the attackers insert themselves between communicating parties."		cc-practice security-plus choices-included
"Q70: Bert wants to add a flashlight capability to a smartphone. Bert searches the internet for a free flashlight app, and downloads it to the phone. The app allows Bert to use the phone as a flashlight, but also steals Bert's contacts list.

What kind of app is this?

A. DDOS
B. On-path
C. Side channel
D. Trojan

正解: {c1::Trojan}

解説: This is a textbook example of a Trojan horse application. Bert has intentionally downloaded the application with the intent to get a desired service, but the app also includes a hostile component Bert is unaware of."		cc-practice security-plus choices-included
"Q71: Triffid, Inc., has many remote workers who use their own IT devices to process Triffid's information. The Triffid security team wants to deploy some sort of sensor on user devices in order to recognize and identify potential security issues.

Which of the following is probably most appropriate for this specific purpose?

A. Firewalls
B. HIDS (host-based intrusion-detection systems)
C. LIDS (logistical intrusion-detection systems)
D. NIDS (network-based intrusion-detection systems)

正解: {c1::HIDS (host-based intrusion-detection systems)}

解説: Host-based intrusion-detection systems are expressly designed for this purpose; each HIDS is installed on each endpoint machine."		cc-practice security-plus choices-included
"Q72: Inbound traffic from an external source seems to indicate much higher rates of communication than normal, to the point where the internal systems might be overwhelmed.

Which security solution can often identify and potentially counter this risk?

A. Anti-malware
B. Badge system
C. Firewall
D. Turnstile

正解: {c1::Firewall}

解説: Firewalls can often identify hostile inbound traffic, and potentially counter it."		cc-practice security-plus choices-included
"Q73: What tool aggregates log data from multiple sources, typically analyzes it, and reports potential threats?

A. Anti-malware
B. HIDS
C. Router
D. SIEM

正解: {c1::SIEM}

解説: SIEM/SEM/SIM solutions are typically designed specifically for this purpose."		cc-practice security-plus choices-included
"Q74: What type of solution typically inspects outbound communications traffic to check for unauthorized exfiltration of sensitive/valuable information?

A. Anti-malware
B. DLP (data loss prevention)
C. Firewall
D. NIDS (network-based intrusion-detection systems)

正解: {c1::DLP (data loss prevention)}

解説: DLP solutions typically inspect outbound communications traffic to check for unauthorized exfiltration of sensitive/valuable information."		cc-practice security-plus choices-included
"Q75: What type of tool is used to monitor local devices with the aim of reducing potential threats from hostile software?

A. Anti-malware
B. DLP (data loss prevention)
C. Firewall
D. NIDS (network-based intrusion-detection systems)

正解: {c1::Anti-malware}

解説: This is the purpose of anti-malware solutions."		cc-practice security-plus choices-included
"Q76: Which activity is usually part of the configuration management process, but is also extremely helpful in countering potential attacks?

A. Annual budgeting
B. Conferences with senior leadership
C. The annual shareholders' meeting
D. Updating and patching systems

正解: {c1::Updating and patching systems}

解説: Keeping systems up to date is typically part of both the configuration management process and enacting best security practices."		cc-practice security-plus choices-included
"Q77: Which type of fire-suppression system is typically the SAFEST for humans?

A. Dirt
B. Gaseous
C. Oxygen-depletion
D. Water

正解: {c1::Water}

解説: Water is the safest fire-suppression system listed that is typically used."		cc-practice security-plus choices-included
"Q78: Which common cloud service model offers the customer the MOST control of the cloud environment?

A. Function as a Service (FaaS)
B. Infrastructure as a service (IaaS)
C. Platform as a service (PaaS)
D. Software as a service (SaaS)

正解: {c1::Infrastructure as a service (IaaS)}

解説: IaaS offers the customer the most control of the cloud environment, in terms of common cloud service models."		cc-practice security-plus choices-included
