Front	Back	Tags
"Q23: The city of San Jose wants to ensure that all of its citizens are protected from malware, so the city council creates a rule that anyone caught creating and launching malware within the city limits will receive a fine and go to jail.

What kind of rule is this?

正解: {c1::Law}

解説: The city council is a governmental body making a legal mandate; this is a law."		cc-practice security-plus
"Q24: The Triffid Corporation publishes a strategic overview of the company's intent to secure all the data the company possesses. This document is signed by Triffid's senior management.

What kind of document is this?

正解: {c1::Policy}

解説: This is an internal, strategic document, and is therefore a policy."		cc-practice security-plus
"Q25: San Jose municipal code requires that all companies operating within city limits have a set of processes to ensure that employees are safe while working with hazardous materials. Triffid Corporation creates a checklist of activities that employees must follow while working with hazardous materials inside San Jose city limits.

Fill in the missing words: The municipal code is a ______, and the Triffid checklist is a ______.

正解: {c1::Law, procedure}

解説: The municipal code was created by a governmental body and is a legal mandate; this is a law. The Triffid checklist is a detailed set of actions which must be used by Triffid employees in specific circumstances; this is a procedure."		cc-practice security-plus
"Q26: The Payment Card Industry (PCI) Council is a committee made up of representatives from major credit card providers (Visa, Mastercard, American Express) in the United States. The PCI Council issues rules that merchants must follow if the merchants choose to accept payment via credit card. These rules describe best practices for securing credit card processing technology, activities for securing credit card information, and how to protect personal data of customers.

Which of the following describes this set of rules?

正解: {c1::Standard}

解説: This set of rules is known as the Data Security Standard, and it is accepted throughout the industry."		cc-practice security-plus
"Q27: Hoshi is an ISC2 member who works for the Triffid Corporation as a data manager. Triffid needs a new firewall solution, and Hoshi is asked to recommend a product for Triffid to acquire and implement. Hoshi's cousin works for a firewall vendor; that vendor happens to make the best firewall available.

What should Hoshi do?

正解: {c1::Disclose the relationship, but recommend the vendor/product}

解説: According to the third Canon of the ISC2 Code of Ethics, members are required to provide diligent and competent service to principals. Hoshi's principal here is Triffid, Hoshi's employer. It would be inappropriate for Hoshi to select the cousin's product solely based upon the family relationship; however, if the cousin's product is, in fact, the best choice for Triffid, then Hoshi should recommend that product. In order to avoid any appearance of impropriety or favoritism, Hoshi needs to declare the relationship when making the recommendation."		cc-practice security-plus
"Q28: Olaf is a member of ISC2 and a security analyst for Triffid Corporation. During an audit, Olaf is asked whether Triffid is currently following a particular security practice. Olaf knows that Triffid is not adhering to that standard in that particular situation, but that saying this to the auditors will reflect poorly on Triffid.

What should Olaf do?

正解: {c1::Tell the auditors the truth}

解説: The ISC2 Code of Ethics requires that members act honorably, honestly, justly, responsibly, and also advance and protect the profession. Both requirements dictate that Olaf should tell the truth to the auditors. While the Code also says that Olaf should provide diligent and competent service to principals, and Olaf's principal is Triffid in this case, lying does not serve Triffid's best long-term interests, even if the truth has some negative impact in the short term."		cc-practice security-plus
"Q29: Aphrodite is a member of ISC2 and a data analyst for Triffid Corporation. While Aphrodite is reviewing user log data, Aphrodite discovers that another Triffid employee is violating the acceptable use policy and watching streaming videos during work hours.

What should Aphrodite do?

正解: {c1::Inform Triffid management}

解説: Aphrodite is required by the ISC2 Code of Ethics to provide diligent and competent service to principals. This includes reporting policy violations to Triffid management (Triffid is the principal, in this case). A policy violation of this type is not a crime, so law enforcement does not need to be involved, and ISC2 has no authority over Triffid policy enforcement or employees."		cc-practice security-plus
"Q30: Glena is an ISC2 member. Glena receives an email from a company offering a set of answers for an ISC2 certification exam.

What should Glena do?

正解: {c1::Inform ISC2}

解説: The ISC2 Code of Ethics requires that members advance and protect the profession; this includes protecting test security for ISC2 certification material. ISC2 (and every ISC2 member) has a vested interest in protecting test material, and countering any entity that is trying to undermine the validity of the certifications. This is, however, not a matter for law enforcement; if it turns out that law enforcement must be involved, ISC2 will initiate that activity. Glena's employer has no bearing on this matter."		cc-practice security-plus
"Q31: You are reviewing log data from a router; there is an entry showing that a user sent traffic through the router at 11:45 a.m., local time, yesterday.

Which of the following does this exemplify?

正解: {c1::Event}

解説: The example describes an event, which is any observable occurrence within the IT environment. (Any observable occurrence in a network or system. (Source: NIST SP 800-61 Rev 2)"		cc-practice security-plus
"Q32: An attacker outside the organization attempts to gain access to the organization's internal files.

Which of the following does this scenario exemplify?

正解: {c1::Intrusion}

解説: An intrusion is an attempt (successful or otherwise) to gain unauthorized access."		cc-practice security-plus
